availability,category,description,no_of_reviews,price_excl_tax,price_incl_tax,product_type,stars,tax,title,upc,url
16,nonfiction,"Deeds's subtle, meticulous, and wildly imaginative pencil and crayon drawings portray an unusual cast of characters: nineteenth-century dandies, Civil War soldiers, antique cars, fantastic boats and trains, country landscapes dotted with roaming animals, and fanciful architecture. None of these existed in the actual mid-twentieth-century landscape of Deeds's own life, but Deeds's subtle, meticulous, and wildly imaginative pencil and crayon drawings portray an unusual cast of characters: nineteenth-century dandies, Civil War soldiers, antique cars, fantastic boats and trains, country landscapes dotted with roaming animals, and fanciful architecture. None of these existed in the actual mid-twentieth-century landscape of Deeds's own life, but rather were representations of his inner world—an artist's poignant tribute to a faded past.Deeds lovingly bound his artwork in a cardboard and leather portfolio, a present for his mother. After being accidentally discarded in 1970, the album was rescued from the trash by a young boy and, thirty-six years later, came into the hands of artist and collector Harris Diamant, who provides the book's foreword. The Electric Pencil features all 283 of Deeds's arresting drawings—now avidly collected—done on ledger sheets from State Hospital No. 3 in Nevada, Missouri, and reproduced in the sequence of the original album. The Electric Pencil introduces readers to an astonishing record of one man's unwavering artistic vision in the face of the most inhospitable conditions. ...more",0,56.06,56.06,books,1,0.0,The Electric Pencil: Drawings from Inside State Hospital No. 3,a30b270e25489e5c,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html
16,nonfiction,"Why should girls miss out on the joy of adventure? They can jump off rocks, swing on ropes, and climb trees just as well as boys can. But girls often allow fear to stand in their way.In The Gutsy Girl, author Caroline Paul emboldens girls to seek out a life of exhilaration. Once a young scaredy-cat herself, Caroline decided that fear got in the way of the life she wanted-- Why should girls miss out on the joy of adventure? They can jump off rocks, swing on ropes, and climb trees just as well as boys can. But girls often allow fear to stand in their way.In The Gutsy Girl, author Caroline Paul emboldens girls to seek out a life of exhilaration. Once a young scaredy-cat herself, Caroline decided that fear got in the way of the life she wanted--of excitement, confidence, self-reliance, friendship, and fun. She has since flown planes, rafted big rivers, climbed tall mountains, and fought fires as one of the first female firefighters in San Francisco. In The Gutsy Girl, she shares her greatest escapades as well as those of other girls and women from throughout history, and offers engaging activities such as confidence-building stances, creating a compass, positive self-talk, and using crickets to estimate outside temperatures. Each section includes a place for girls to “journal” their adventures, thus encouraging a new generation to develop a zest for challenges and a healthy relationship to risk. The Gutsy Girl is Lean In for young girls, a book about the glorious things that happen when you unshackle from fear and open up to exhilaration. Fully illustrated and enlivened throughout by bestselling illustrator Wendy MacNaughton's whimsical pen-and-ink drawings. ...more",0,37.13,37.13,books,1,0.0,The Gutsy Girl: Escapades for Your Life of Epic Adventure,acd86a5426e21ca0,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html
16,add a comment,"Is anxiety and fear a problem for you? Have you tried to win the war with your anxious mind and body, only to end up feeling frustrated, powerless, and stuck? If so, you’re not alone. But there is a way forward, a path into genuine happiness, and a way back into living the kind of life you so desperately want. This workbook will help you get started on this new journey tod Is anxiety and fear a problem for you? Have you tried to win the war with your anxious mind and body, only to end up feeling frustrated, powerless, and stuck? If so, you’re not alone. But there is a way forward, a path into genuine happiness, and a way back into living the kind of life you so desperately want. This workbook will help you get started on this new journey today!Now in its second edition, The Mindfulness and Acceptance Workbook for Anxiety offers a new approach to your anxiety, fears, and your life. Within its pages, you’ll find a powerful and tested set of tools and strategies to help you gain freedom from fear, trauma, worry, and all the many manifestations of anxiety and fear. The book offers an empowering approach to help you create the kind of life you so desperately want to live.Based on a revolutionary approach to psychological health and wellness called acceptance and commitment therapy (ACT), this fully revised and updated second edition offers compelling new exercises to help you create the conditions for your own genuine happiness and peace of mind. You’ll learn how your mind can trap you, keeping you stuck and struggling in anxiety and fear. You’ll also discover ways to nurture your capacity for acceptance, mindfulness, kindness, and compassion, and use these qualities to weaken the power of anxiety and fear so that you can gain the space do what truly matters to you. Now is the time.Nobody chooses anxiety. And there is no healthy way to “turn off” anxious thoughts and feelings like a light switch. But you can learn to break free from the shackles of anxiety and fear and take back your life. The purpose of this workbook is to help you do just that. Your life is calling on you to make that choice, and the skills in this workbook can help you make it happen. You can live better, more fully, and more richly with or without anxiety and fear. This book will show you the way.This book has been awarded The Association for Behavioral and Cognitive Therapies Self-Help Seal of Merit — an award bestowed on outstanding self-help books that are consistent with cognitive behavioral therapy (CBT) principles and that incorporate scientifically tested strategies for overcoming mental health difficulties. Used alone or in conjunction with therapy, our books offer powerful tools readers can use to jump-start changes in their lives. ...more",0,23.89,23.89,books,4,0.0,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",31075275518532d7,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html
16,sequential art,"Having survived the end of the world, the Queens follow Hannah back to where it all began: Mage University. A long perilous journey awaits the Rat Queens as they attempt to find out what happened to Hannah's father while battling their own demons. Collects RAT QUEENS #11-15",0,50.4,50.4,books,3,0.0,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",c82a3e358c773c73,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
16,fantasy,"After a dramatic time jump, the three-time Eisner Award winner for Best Continuing Series continues to evolve, as Hazel begins the most exciting adventure of her life: kindergarten. Meanwhile, her star-crossed family learns hard lessons of their own.Collects SAGA #31-36",0,25.02,25.02,books,3,0.0,"Saga, Volume 6 (Saga (Collected Editions) #6)",c849f0b2f5d6a742,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
16,science,"Renowned ornithologist Tim Birkhead opens this gripping story as a female guillemot chick hatches, already carrying her full quota of tiny eggs within her undeveloped ovary. As she grows into adulthood, only a few of her eggs mature, are released into the oviduct, and are fertilized by sperm stored from copulation that took place days or weeks earlier. Within a matter of h Renowned ornithologist Tim Birkhead opens this gripping story as a female guillemot chick hatches, already carrying her full quota of tiny eggs within her undeveloped ovary. As she grows into adulthood, only a few of her eggs mature, are released into the oviduct, and are fertilized by sperm stored from copulation that took place days or weeks earlier. Within a matter of hours, the fragile yolk is surrounded by albumen and the whole is gradually encased within a turquoise jewel of a shell. Soon afterward the fully formed egg is expelled onto a bare rocky ledge, where it will be incubated for four weeks before another chick emerges and the life cycle begins again. A Bird's Egg is about how eggs in general are made, fertilized, developed, and hatched. The eggs of most birds spend just 24 hours in the oviduct; however, that journey takes 48 hours in cuckoos, which surreptitiously lay their eggs in the nests of other birds. From the earliest times, the study of birds' ovaries and ova (eggs) played a vital role in the quest to unravel the mysteries of fertilization and embryo development in humans. Birkhead uses birds' eggs as wondrous portals into natural history, enlivened by the stories of naturalists and scientists, including Birkhead and his students, whose discoveries have advanced current scientific knowledge of reproduction. ...more",0,42.96,42.96,books,4,0.0,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,aadee1c326d286e3,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html
16,fiction,"Given the opportunity, would you assume someone else's identity and leave your old life behind? A serendipitous crossing of paths between Lisa Barnes, a down-on-her-luck job seeker, and Julie Forman, a personal trainer to an Olympic hopeful, forever changes the course of both women's lives. One winds up dead and the other finds herself a fugitive, hiding behind one lie aft Given the opportunity, would you assume someone else's identity and leave your old life behind? A serendipitous crossing of paths between Lisa Barnes, a down-on-her-luck job seeker, and Julie Forman, a personal trainer to an Olympic hopeful, forever changes the course of both women's lives. One winds up dead and the other finds herself a fugitive, hiding behind one lie after another as a cold-blooded killer methodically hunts her. Desperately trying to stay alive, the terrified woman enlists the help of Forensic Instincts, a rogue investigative team that clandestinely operates in the gray area between legal and illegal. Safeguarding their client's deception, Forensic Instincts digs into dangerous territory as they try to find out who's after their client and why. Meanwhile, bodies are piling up in Chicago, New Jersey, and Vermont as a megalomaniacal genius will stop at nothing to eradicate anyone who threatens the success of his medical breakthrough. With an unhinged client and a monstrous criminal enterprise as its adversary, Forensic Instincts is forced into uncharted territory to protect their client and save one of their own from becoming the next corpse. Forensic Instincts is an unorthodox, criminal investigative team that carefully navigates the fine line between legal and illegal. The team consists of a behaviorist, a former Navy SEAL, a techo-wiz, an intuitive, a pickpocket, a retired FBI agent, and a human scent evidence dog."" ...more",0,54.11,54.11,books,3,0.0,The Murder That Never Was (Forensic Instincts #5),d01ac97e2b8947c2,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html
16,default,Along with magic realism and a plethora of literary references throughout issues such as free will and identity flood the pages. What if your destiny was decided for you? What if you were meant for more?,0,39.58,39.58,books,2,0.0,Soul Reader,e6af5bf1163c1151,https://books.toscrape.com/catalogue/soul-reader_926/index.html
16,nonfiction,"From Katherine Newman, award-winning author of No Shame in My Game, and sociologist Hella Winston, a sharp and irrefutable call to reenergize this nation's long-neglected system of vocational trainingAfter decades of off-shoring and downsizing that have left blue collar workers obsolete and stranded, the United States is now on the verge of an industrial renaissance. But w From Katherine Newman, award-winning author of No Shame in My Game, and sociologist Hella Winston, a sharp and irrefutable call to reenergize this nation's long-neglected system of vocational trainingAfter decades of off-shoring and downsizing that have left blue collar workers obsolete and stranded, the United States is now on the verge of an industrial renaissance. But we don't have a skilled enough labor pool to fill the positions that will be created, which are in many cases technically demanding and require specialized skills. A decades-long series of idealistic educational policies with the expressed goal of getting every student to go to college has left a generation of potential workers out of the system. Touted as a progressive, egalitarian institution providing opportunity even to those with the greatest need, the American secondary school system has in fact deepened existing inequalities.We can do better, argue acclaimed sociologists Katherine Newman and Hella Winston. Taking a page from the successful experience of countries like Germany and Austria, where youth unemployment is a mere 7%, they call for a radical reevaluation of the idea of vocational training, long discredited as an instrument of tracking. The United States can prepare a new, high-performance labor force if we revamp our school system to value industry apprenticeship and rigorous technical education. By doing so, we will not only be able to meet the growing demand for skilled employees in dozens of sectors where employers decry the absence of well trained workers -- we will make the American Dream accessible to all. ...more",0,19.83,19.83,books,2,0.0,Reskilling America: Learning to Labor in the Twenty-First Century,d7310206583a54b6,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
16,sequential art,"Multiple storylines collide in this cosmos-spanning new volume. While Gwendolyn and Lying Cat risk everything to find a cure for The Will, Marko makes an uneasy alliance with Prince Robot IV to find their missing children, who are trapped on a strange world with terrifying new enemies. Collects Saga #25-30.",0,51.04,51.04,books,2,0.0,"Saga, Volume 5 (Saga (Collected Editions) #5)",53a3d11bb568cc8b,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html
16,horror,"“Original and imaginative . . . Ripping suspense, sheer terror, and a wrenching love story.” —Sandra Brown, New York Times bestselling author of FrictionThe terrible truth about Manderley is that someone is always watching. Manderley Resort is a gleaming, new twenty-story hotel on the California coast. It’s about to open its doors, and the world--at least those with the me “Original and imaginative . . . Ripping suspense, sheer terror, and a wrenching love story.” —Sandra Brown, New York Times bestselling author of FrictionThe terrible truth about Manderley is that someone is always watching. Manderley Resort is a gleaming, new twenty-story hotel on the California coast. It’s about to open its doors, and the world--at least those with the means to afford it--will be welcomed into a palace of opulence and unparalleled security. But someone is determined that Manderley will never open. The staff has no idea that their every move is being watched, and over the next twelve hours they will be killed off, one by one. Writing in the tradition of Edgar Allan Poe and Stephen King, and with a deep bow to Daphne du Maurier, author Gina Wohlsdorf pairs narrative ingenuity and razor-wire prose with quick twists, sharp turns, and gasp-inducing terror. Security is grand guignol storytelling at its very best. A shocking thriller, a brilliant narrative puzzle, and a multifaceted love story unlike any other, Security marks the debut of a fearless and gifted writer. “Be surprised, be very surprised: Gina Wohlsdorf brings more than just plot twists and a terrifically tender love story to this thriller . . . It’s her playful homage to Hitchcock and du Maurier that had me reading, howling, and just plain loving this novel.” —Sara Gruen, author of At the Water’s Edge “Grand Hotel meets Psycho in the age of surveillance . . . Security is cinematically vivid, crisply written, and sharp enough to cut . . . Wohlsdorf brilliantly subverts our expectations of the action genre in this smart, shocking, poignant thriller.” —Emily Croy Barker, author of The Thinking Woman’s Guide to Real Magic “The thrill of this novel goes beyond its wickedly clever,  split-screen, high-tech wizardry—a kind of video gamer’s literary retake of Hitchcock’s Rear Window--and emanates  from its strange, disembodied narrator . . . The effect is terrifying, sexy, dizzying, and impossible to look away from.” —Tim Johnston, author of Descent “Shocking and filled with Tarantino-ish dark humor. . . Structurally reminiscent of the amazing Jennifer Egan,Wohlsdorf’s book is certainly a hybrid, like nothing else. Get ready.” —Ann Beattie, author of The State We’re In “Flawless . . . Security is perfectly tuned for blockbuster status . . . They don’t make a hotel big enough to house all the people who will want to read this, and soon, as in Manderley, all eyes will be on Wohlsdorf.” —Daniel Kraus, Booklist, starred review   ...more",0,39.25,39.25,books,2,0.0,Security,6f78a0d744c35456,https://books.toscrape.com/catalogue/security_925/index.html
16,sequential art,"This New York Times Bestselling series continues with Jo, April, Mal, Molly, and Ripley as they take on everything that goes bump in the night. From scary stories to magical portals that lead to a land untouched by time, it's definitely not your average summer. (Lumberjanes #9-12)",0,19.92,19.92,books,2,0.0,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),57e5a4d515c8ce44,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
16,add a comment,"Displaying the most impressive throws, compelling armbars, dominant pins, and decisive chokes, judo is a particularly powerful sport and martial art that can bring opponents into submission in highly effective ways. With determination and perseverance, such tremendous power could be yours. Designed with safety considerations in mind, judo allows people of all ages to be in Displaying the most impressive throws, compelling armbars, dominant pins, and decisive chokes, judo is a particularly powerful sport and martial art that can bring opponents into submission in highly effective ways. With determination and perseverance, such tremendous power could be yours. Designed with safety considerations in mind, judo allows people of all ages to be involved in a long-term fitness activity with opportunities for continuous improvement. Judo is a way of life that promotes physical and mental harmony, encourages the development of self-confidence and leadership abilities, prepares practitioners to act in self-defense, and instills values such as discipline, respect, and diligence. Judo is also an Olympic sport that has been gaining increasing worldwide visibility. ...more",0,53.9,53.9,books,2,0.0,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),228f74b74f3a08ae,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
16,nonfiction,"The star of Orange is the New Black and Jane the Virgin presents her personal story of the real plight of undocumented immigrants in this countryDiane Guerrero, the television actress from the megahit Orange is the New Black and Jane the Virgin, was just fourteen years old on the day her parents and brother were arrested and deported while she was at school. Born in the U. The star of Orange is the New Black and Jane the Virgin presents her personal story of the real plight of undocumented immigrants in this countryDiane Guerrero, the television actress from the megahit Orange is the New Black and Jane the Virgin, was just fourteen years old on the day her parents and brother were arrested and deported while she was at school. Born in the U.S., Guerrero was able to remain in the country and continue her education, depending on the kindness of family friends who took her in and helped her build a life and a successful acting career for herself, without the support system of her family.In the Country We Love is a moving, heartbreaking story of one woman's extraordinary resilience in the face of the nightmarish struggles of undocumented residents in this country. There are over 11 million undocumented immigrants living in the US, many of whom have citizen children, whose lives here are just as precarious, and whose stories haven't been told. Written with Michelle Burford, this memoir is a tale of personal triumph that also casts a much-needed light on the fears that haunt the daily existence of families like the author's and on a system that fails them over and over. ...more",0,22.0,22.0,books,4,0.0,In the Country We Love: My Family Divided,b136b1b180ca753a,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
16,science fiction,"What if you could live multiple lives simultaneously, have constant, perfect companionship, and never die? That’s the promise of Join, a revolutionary technology that allows small groups of minds to unite, forming a single consciousness that experiences the world through multiple bodies. But as two best friends, Chance and Lucky, living in an alternate version of our own n What if you could live multiple lives simultaneously, have constant, perfect companionship, and never die? That’s the promise of Join, a revolutionary technology that allows small groups of minds to unite, forming a single consciousness that experiences the world through multiple bodies. But as two best friends, Chance and Lucky, living in an alternate version of our own near future quickly discover, the light of that miracle may be blinding them to its horrors.Jolted out of comfortable, professional routines by a brutal encounter with a terrifying stranger and a malfunction in the join technology, Chance and Lucky follow a faint trail of clues off the grid in their desperate search for a cure. Their journey leads them into the scarred heart of the North American continent. There, within the improvised shelter of the “solos” left behind by the rush of technology, they encounter the architects of a new kind of human consciousness. With the planet descending into environmental ruin, their trust of each other becomes their only guide through the moral hazards of a society in which individual identity has come undone. Along the way, they must confront their own long-buried secrets, and learn how their story of injured conscience connects them to the arc of human evolution.A deftly crafted, kaleidoscopic novel with the pulse of a thriller, Join explores big ideas in the current zeitgeist on an intimate, human scale. ...more",0,35.67,35.67,books,5,0.0,Join,18ad3ed896c7ce05,https://books.toscrape.com/catalogue/join_902/index.html
16,food and drink,"It’s time to venture beyond vanilla and chocolate and take your baking skills up a notch. We’re talking layers—two, three, four, or more! Create sky-high, bakery-quality treats at home with Tessa Huff’s 150 innovative recipes, which combine new and exciting flavors of cake, fillings, and frostings—everything from pink peppercorn cherry to bourbon butterscotch, and pumpkin It’s time to venture beyond vanilla and chocolate and take your baking skills up a notch. We’re talking layers—two, three, four, or more!   Create sky-high, bakery-quality treats at home with Tessa Huff’s 150 innovative recipes, which combine new and exciting flavors of cake, fillings, and frostings—everything from pink peppercorn cherry to bourbon butterscotch, and pumpkin vanilla chai to riesling rhubarb and raspberry chocolate stout. Including contemporary baking methods and industry tips and tricks, Layered covers every decorating technique you’ll ever need with simple instructions and gorgeous step-by-step photos that speak to bakers of every skill level—and to anyone who wants to transform dessert into layer upon layer of edible art. ...more",0,40.11,40.11,books,1,0.0,"Layered: Baking, Building, and Styling Spectacular Cakes",7b75cc7f223791f4,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
16,sequential art,"What a mystery!Jo, April, Mal, Molly, and Ripley are not your average campers and Miss Qiunzella Thiskwin Penniquiqul Thistle Crumpet's Camp for Hardcore Lady-Types is not your average summer camp. Between the river monsters, magic, and the art of friendship bracelets, this summer is only just beginning. Join the Lumberjanes as they take on raptors and a sibling rivalry th What a mystery!Jo, April, Mal, Molly, and Ripley are not your average campers and Miss Qiunzella Thiskwin Penniquiqul Thistle Crumpet's Camp for Hardcore Lady-Types is not your average summer camp. Between the river monsters, magic, and the art of friendship bracelets, this summer is only just beginning. Join the Lumberjanes as they take on raptors and a sibling rivalry that only myths are made of.This New York Times bestseller and Eisner Award-nominated series is written by awesome all-star Noelle Stevenson and brilliant newcomer Grace Ellis, and illustrated by the tremendously talented Brooke Allen.Lumberjanes, Vol. 2: Friendship to the Max includes issues 5-8 and the first fourteen pages of Giant Days, Vol. 1 by John Allison. ...more",0,46.91,46.91,books,2,0.0,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",460089f796fb3f82,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
16,sequential art,"Every nation that invades the City gives it a new name. But before long, new invaders arrive and the City changes hands once again. The natives don't let themselves get caught up in the unending wars. To them, their home is the Nameless City, and those who try to name it are forever outsiders.Kaidu is one such outsider. He's a Dao born and bred--a member of the latest occu Every nation that invades the City gives it a new name. But before long, new invaders arrive and the City changes hands once again. The natives don't let themselves get caught up in the unending wars. To them, their home is the Nameless City, and those who try to name it are forever outsiders.Kaidu is one such outsider. He's a Dao born and bred--a member of the latest occupying nation. Rat is a native of the Nameless City. At first, she hates Kai for everything he stands for, but his love of his new home may be the one thing that can bring these two unlikely friends together. Let's hope so, because the fate of the Nameless City rests in their hands. ...more",0,38.16,38.16,books,4,0.0,The Nameless City (The Nameless City #1),7d385d34d12e60ff,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html
16,sequential art,"FRIENDSHIP TO THE MAX!At Miss Qiunzilla Thiskwin Penniquiqul Thistle Crumpet's camp for hard-core lady-types, things are not what they seem. Three-eyed foxes. Secret caves. Anagrams. Luckily, Jo, April, Mal, Molly, and Ripley are five rad, butt-kicking best pals determined to have an awesome summer together... And they're not gonna let a magical quest or an array of supern FRIENDSHIP TO THE MAX!At Miss Qiunzilla Thiskwin Penniquiqul Thistle Crumpet's camp for hard-core lady-types, things are not what they seem. Three-eyed foxes. Secret caves. Anagrams. Luckily, Jo, April, Mal, Molly, and Ripley are five rad, butt-kicking best pals determined to have an awesome summer together... And they're not gonna let a magical quest or an array of supernatural critters get in their way! The mystery keeps getting bigger, and it all begins here. Collects Lumberjanes No. 1-4. ...more",0,45.61,45.61,books,3,0.0,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",b6ee99bcf06fc91f,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
16,food and drink,"Cecilia Granata grew up cooking with her family in Italy. As a vegan, she learned to adapt her favorite recipes from around the country to be animal free while retaining the flavor and feeling of true Italian home cooking. She shares her commitment to ethical and artful eating in this alphabetically-arranged volume with over 100 recipes, ranging from traditional favorites Cecilia Granata grew up cooking with her family in Italy. As a vegan, she learned to adapt her favorite recipes from around the country to be animal free while retaining the flavor and feeling of true Italian home cooking. She shares her commitment to ethical and artful eating in this alphabetically-arranged volume with over 100 recipes, ranging from traditional favorites to homemade liqueurs to aphrodisiacs—all ""senza sofferenza,"" without suffering. The recipes are lushly illustrated with Granata's food-inspired tattoo art. ...more",0,14.02,14.02,books,4,0.0,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",72f9d5be3472d34e,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
16,food and drink,"A collection of stories and 100 sweet and savory French-inspired recipes from popular food blogger David Lebovitz, reflecting the way Parisians eat today and featuring lush photography taken around Paris and in David's Parisian kitchen.It’s been ten years since David Lebovitz packed up his most treasured cookbooks, a well-worn cast-iron skillet, and his laptop and moved to A collection of stories and 100 sweet and savory French-inspired recipes from popular food blogger David Lebovitz, reflecting the way Parisians eat today and featuring lush photography taken around Paris and in David's Parisian kitchen.It’s been ten years since David Lebovitz packed up his most treasured cookbooks, a well-worn cast-iron skillet, and his laptop and moved to Paris. In that time, the culinary culture of France has shifted as a new generation of chefs and home cooks—most notably in Paris—incorporates ingredients and techniques from around the world into traditional French dishes.      In My Paris Kitchen, David remasters the classics, introduces lesser-known fare, and presents 100 sweet and savory recipes that reflect the way modern Parisians eat today. You’ll find Soupe à l’oignon, Cassoulet, Coq au vin, and Croque-monsieur, as well as Smoky barbecue-style pork, Lamb shank tagine, Dukkah-roasted cauliflower, Salt cod fritters with tartar sauce, and Wheat berry salad with radicchio, root vegetables, and pomegranate. And of course, there’s dessert: Warm chocolate cake with salted butter caramel sauce, Duck fat cookies, Bay leaf poundcake with orange glaze, French cheesecake...and the list goes on. David also shares stories told with his trademark wit and humor, and lush photography taken on location around Paris and in David’s kitchen reveals the quirks, trials, beauty, and joys of life in the culinary capital of the world. ...more",0,33.37,33.37,books,2,0.0,My Paris Kitchen: Recipes and Stories,784bc2279baa878d,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html
16,young adult,"Starting over sucks.When we moved to West Virginia right before my senior year, I’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until I spotted my hot neighbor, with his looming height and eerie green eyes. Things were looking up.And then he opened his mouth.Daemon is infuriating. Arrogant. Stab-worthy. We do not get alon Starting over sucks.When we moved to West Virginia right before my senior year, I’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until I spotted my hot neighbor, with his looming height and eerie green eyes. Things were looking up.And then he opened his mouth.Daemon is infuriating. Arrogant. Stab-worthy. We do not get along. At all. But when a stranger attacks me and Daemon literally freezes time with a wave of his hand, well, something… unexpected happens. The hot alien living next door marks me.You heard me. Alien. Turns out Daemon and his sister have a galaxy of enemies wanting to steal their abilities, and Daemon’s touch has me lit up like the Vegas Strip. The only way I’m getting out of this alive is by sticking close to Daemon until my alien mojo fades. If I don’t kill him first, that is. ...more",0,14.86,14.86,books,2,0.0,Obsidian (Lux #1),3c346ab1e76ae1f6,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html
16,fantasy,"The year is 1779, and Carlo Morelli, the most renowned castrato singer in Europe, has been invited as an honored guest to Eszterháza Palace. With Carlo in Prince Nikolaus Esterházy's carriage, ride a Prussian spy and one of the most notorious alchemists in the Habsburg Empire. Already at Eszterháza is Charlotte von Steinbeck, the very proper sister of Prince Nikolaus's mis The year is 1779, and Carlo Morelli, the most renowned castrato singer in Europe, has been invited as an honored guest to Eszterháza Palace. With Carlo in Prince Nikolaus Esterházy's carriage, ride a Prussian spy and one of the most notorious alchemists in the Habsburg Empire. Already at Eszterháza is Charlotte von Steinbeck, the very proper sister of Prince Nikolaus's mistress. Charlotte has retreated to the countryside to mourn her husband's death. Now, she must overcome the ingrained rules of her society in order to uncover the dangerous secrets lurking within the palace's golden walls. Music, magic, and blackmail mingle in a plot to assassinate the Habsburg Emperor and Empress--a plot that can only be stopped if Carlo and Charlotte can see through the masks worn by everyone they meet. ...more",0,56.4,56.4,books,2,0.0,Masks and Shadows,fa9610a50a1bf149,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
